name,distance,category,latitude,longitude,rating,reviews,description,formatted_address,telephone,tips,hours,station_name
Toronto Public Library - Toronto Reference Library,856,Library,43.671847,-79.386762,9.0,378.0,Main intersection: Bloor and Yonge,"789 Yonge St (btwn Collier & Asquith Ave), Toronto ON M4W 2G8",(416) 395-5577,"This is Toronto Public Library’s main location. Lots of seating, a Balzac’s location on the main floor but heads up: it’s a reference library, so none of the books here can be checked out.",Mon-Fri 9:00-20:30; Sat 9:00-17:00; Sun 13:30-17:00,Bay St / Wellesley St W
Planta,707,Vegan and Vegetarian Restaurant,43.670196,-79.389399,8.1,133.0,,"1221 Bay St, Toronto ON M5R 3P5",(647) 348-7000,Amazing experience! Loved every bite of my food.,Mon-Wed 11:30-21:00; Thu-Sat 11:30-22:00; Sun 11:30-21:00,Bay St / Wellesley St W
Freshii,417,Salad,43.661036,-79.384105,7.2,29.0,,"23 College St (btwn Yonge & Bay), Toronto ON M5G 2B3",(647) 497-7590,"Healthy and tasty. Live the concept. Wraps with spinach and goat cheese or bacon and eggs, various satisfying oatmeal, smoothies, juices, breakfast balls, energii bites...all yum.",Mon-Fri 9:00-21:00; Sat-Sun 11:00-19:00,Bay St / Wellesley St W
Freshii,760,Salad,43.670652,-79.39008,7.3,19.0,,"1250 Bay St (at Cumberland), Toronto ON M5S 2B4",(416) 921-2300,Chicken Pangoa bowls are my favourite! Very nice combination of flavours. Similar to ingredients found in Mexican dishes,Mon-Fri 11:00-21:00; Sat-Sun 11:00-20:00,Bay St / Wellesley St W
Freshii,705,Vegan and Vegetarian Restaurant,43.670301,-79.385284,6.1,65.0,,"53 Bloor St E (at Yonge St.), Toronto ON M4W 1A9",(416) 925-5617,You can't tap to pay. i.e. Eat somewhere else.,Mon-Fri 10:30-20:00,Bay St / Wellesley St W
Canadian Music Centre,218,Library,43.666034,-79.386398,,,,"20 Saint Joseph St (Bay & Wellesley), Toronto ON M4Y 1J9",(416) 961-6601,Beautiful visual music!,Mon-Fri 9:00-17:00,Bay St / Wellesley St W
J. M. Kelly Library,240,Library,43.664905,-79.389585,,,,"113 Saint Joseph St (University of Toronto), Toronto ON M5S 3C2",(416) 926-7114,People need to STFU. It's a library. If you want to talk go to the stairwell or cafeteria.,Mon-Fri 8:30-23:45; Sat 10:00-23:45; Sun 1:00-23:45,Bay St / Wellesley St W
Avelo,330,Vegan and Vegetarian Restaurant,43.66706,-79.386187,,,,"51 St Nicholas St, Toronto ON M4Y 1W6",(647) 643-3132,None of us enjoyed any of the dishes.  The drinks and service were fine but something was very wrong with the coconut oil (which was used in every dish).  We also left hungry after having spent $500.,Tue-Sat 17:00-23:59,Bay St / Wellesley St W
E.J. Pratt Library,428,Library,43.66624,-79.391294,,,,"71 Queen's Pk Cres E (University of Toronto), Toronto ON M5S 1K7",(416) 585-4470,If you aren't a student at the University of Toronto then you can't come in. Covid restrictions.,Mon-Fri 8:30-23:45; Sat-Sun 10:00-23:45,Bay St / Wellesley St W
Teriyaki Experience,471,Fast Food,43.659865,-79.388642,,,"Since 1986 Teriyaki Experience has been a trailblazer within the fast food market, providing Japanese-inspired food that is both flavourful and healthy. Each guest enjoys a unique experience as each meal is made right before their eyes on a traditional teppanyaki grill.","101 College St, Toronto ON M5G 1L7",(416) 591-1712,,Mon-Fri 10:30-16:30,Bay St / Wellesley St W
Vegetarian Restaurant,303,Diner,43.665246,-79.46423,,,,"2849 Dundas St W, Toronto ON M6P 1Y6",(416) 762-1204,,Tue 17:00-20:30; Thu 17:00-21:30; Fri 10:00-13:00; Sat 17:00-21:30; Sun 17:00-20:30,Humberside Grounds - SMART
Annette Branch Public Library,564,Library,43.663353,-79.46631,,,,"145 Annette St (at Medland St), Toronto ON M6P 1P3",(416) 393-7692,,Mon 10:00-20:30; Tue 12:30-20:30; Wed 10:00-18:00; Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00,Humberside Grounds - SMART
Runnymede Branch Public Lib,867,Library,43.651904,-79.473911,,,,"2178 Bloor St W, Toronto ON M6S 1M8",(416) 393-7697,,Mon-Thu 9:00-20:30; Fri-Sat 9:00-17:00; Sun 13:30-17:00,Humberside Grounds - SMART
Function in the Junction,841,Library,43.665572,-79.464376,,,,"2854 Dundas St W, Toronto ON",(416) 761-0176,,Mon-Fri 9:00-19:00; Sat 10:00-15:00,Humberside Grounds - SMART
Toronto Public Library - Toronto Reference Library,625,Library,43.671847,-79.386762,9.0,378.0,Main intersection: Bloor and Yonge,"789 Yonge St (btwn Collier & Asquith Ave), Toronto ON M4W 2G8",(416) 395-5577,"This is Toronto Public Library’s main location. Lots of seating, a Balzac’s location on the main floor but heads up: it’s a reference library, so none of the books here can be checked out.",Mon-Fri 9:00-20:30; Sat 9:00-17:00; Sun 13:30-17:00,Bloor St E / Huntley St - SMART
Planta,843,Vegan and Vegetarian Restaurant,43.670196,-79.389399,8.1,133.0,,"1221 Bay St, Toronto ON M5R 3P5",(647) 348-7000,Amazing experience! Loved every bite of my food.,Mon-Wed 11:30-21:00; Thu-Sat 11:30-22:00; Sun 11:30-21:00,Bloor St E / Huntley St - SMART
Freshii,901,Salad,43.670652,-79.39008,7.3,19.0,,"1250 Bay St (at Cumberland), Toronto ON M5S 2B4",(416) 921-2300,Chicken Pangoa bowls are my favourite! Very nice combination of flavours. Similar to ingredients found in Mexican dishes,Mon-Fri 11:00-21:00; Sat-Sun 11:00-20:00,Bloor St E / Huntley St - SMART
Toronto Public Library,453,Library,43.667774,-79.374796,6.5,12.0,,"495 Sherbourne St (Wellesley Ave), Toronto ON M4X 1K7",(416) 393-7744,very limited number of free museum tickets. otherwise civilized facilities invaded by mentals,Tue 12:30-20:30; Wed 10:00-18:00; Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00; Sun 13:30-17:00,Bloor St E / Huntley St - SMART
Freshii,509,Vegan and Vegetarian Restaurant,43.670301,-79.385284,6.1,65.0,,"53 Bloor St E (at Yonge St.), Toronto ON M4W 1A9",(416) 925-5617,You can't tap to pay. i.e. Eat somewhere else.,Mon-Fri 10:30-20:00,Bloor St E / Huntley St - SMART
Mad Radish,390,Vegan and Vegetarian Restaurant,43.671035,-79.384014,,,,"120 Bloor St E (Park Rd), Toronto ON M4W 1B7",(416) 792-0700,,Mon-Fri 7:30-16:30,Bloor St E / Huntley St - SMART
Canadian Lesbian and Gay Archives,551,Library,43.668057,-79.384054,,,,"34 Isabella St (at Yonge St.), Toronto ON M4Y 1N1",(416) 777-2755,"Did you know that the CLGA was founded in 1973 and has grown from just a few boxes of material to one of the largest LGBTQ archives in the world? Come visit us during Doors Open on May 25-26, 2013!",Tue-Thu 19:30-22:00; Fri 13:00-17:00,Bloor St E / Huntley St - SMART
Calii Love,850,Hawaiian,43.670796,-79.389635,5.8,25.0,"With Calii Love’s motto as Eat Good, Love Life, represents our commitment to inspire healthier communities and a positive lifestyle. Our goal is to provide e...","1235 Bay St (Cumberland), Toronto ON M5R 3K4",(647) 343-5683,If u look toward acai bowl they have a good one.,Mon-Fri 9:00-20:00; Sat-Sun 10:00-18:00,Bloor St E / Huntley St - SMART
Toronto Reference Library,602,Library,43.671867,-79.38672,,,,"789 Yonge St, Toronto ON M4W 2G8",(416) 395-5577,,Mon-Fri 9:00-20:30; Sat 9:00-17:00; Sun 13:30-17:00,Bloor St E / Huntley St - SMART
Toronto Public Library Yorkville,763,Library,43.67198,-79.388795,,,,"22 Yorkville Ave (Yonge St.), Toronto ON M4W 1L4",(416) 393-7660,,,Bloor St E / Huntley St - SMART
Rosalinda,427,Mexican,43.650207,-79.384813,8.7,35.0,,"133 Richmond St W, Toronto ON M5H 2L3",(416) 907-0650,Most flavourful vegan food I’ve ever had—great for sharing!,Tue-Sat 12:00-21:00,Wellington St W / York St
Fresh Kitchen + Juice Bar Front,698,Vegan and Vegetarian Restaurant,43.647823,-79.374336,8.9,19.0,,"47 Front St E (Church Street), Toronto ON M5E 1B3",(647) 693-7556,Buffalo cauliflower. Got tons of zing!,Mon-Fri 11:00-22:00; Sat-Sun 10:30-22:00,Wellington St W / York St
Kupfert & Kim,230,Fast Food,43.648684,-79.381812,7.7,70.0,Healthy Fast Food,"100 King St W, Toronto ON M5X 1B1",(416) 504-1233,Love the green smoothies and cardamom cookies,Mon-Thu 7:30-19:30; Fri 7:30-18:00,Wellington St W / York St
Planta Queen,598,Vegan and Vegetarian Restaurant,43.650697,-79.388116,7.6,30.0,,"180 Queen St W, Toronto ON M5V 3X3",(647) 812-1221,"Love this place!!!! It does vegetarian food so well, I feel like I never have to eat meat. Amazing quality, amazing taste",Mon-Wed 11:30-21:00; Thu-Sat 11:30-22:00; Sun 11:30-21:00,Wellington St W / York St
Kupfert & Kim,311,Vegan and Vegetarian Restaurant,43.647128,-79.379274,7.2,11.0,,"181 Bay St (Brookfield Place), Toronto ON M5J 2T3",(416) 601-1333,Skip the breakfast chia pudding -  you could probably make a tastier one at home! Food is overpriced - you're paying for convenience since you could easily make it yourself at home!,Mon-Thu 7:30-19:30; Fri 7:30-18:00,Wellington St W / York St
Kupfert & Kim,730,Fast Food,43.641253,-79.378246,7.2,11.0,,"20 Bay St (Queens Quay & Bay Street), Toronto ON M5J 2N8",(416) 360-5555,Overpriced but still good,Mon-Fri 7:30-15:30,Wellington St W / York St
Toronto Public Library,655,Library,43.653512,-79.384123,6.9,15.0,,"100 Queen St W (City Hall), Toronto ON M5H 2N3",(416) 393-7650,Get photo of this building. Great architecture!,Mon-Fri 10:00-18:00,Wellington St W / York St
PLANTA Burger Financial District,554,Vegan and Vegetarian Restaurant,43.651059,-79.379245,6.7,22.0,Vegan burger joint.,"4 Temperance St, Toronto ON M5H 1Y4",(647) 348-7000,I had the green goddess. Really nice burger. Fries were great too,Mon-Sat 12:00-20:00,Wellington St W / York St
Calii Love,147,Vegan and Vegetarian Restaurant,43.648698,-79.381627,,,,"100 King St W, Toronto ON M9L 1L3",(647) 350-6595,"Their kelp noodles are absolutely delicious. Match them with raw salmon, rosemary-thyme roasted mushrooms, wakame, kimchi, and mango for a great combination.",Mon-Fri 11:00-18:00,Wellington St W / York St
Naturally Yours,201,Vegan and Vegetarian Restaurant,43.648481,-79.382294,5.4,18.0,,"100 King St W (in PATH at First Canadian Place), Toronto ON",,"Mushroom Stroganoff was good but I don't need *that* much dressing on my salad, even if it is mango...",,Wellington St W / York St
Fresh on Bloor,258,Vegan and Vegetarian Restaurant,43.666876,-79.403414,8.8,380.0,Follow us on Twitter at: @FreshOnBloor,"326 Bloor St W, Toronto ON M5S 1W5",(416) 599-4442,"Not vegetarian/vegan but this is always one spots I come with my vegetarian friends. Food is good and healthy. Today I had a chipotle burger,  sweet potato fries and a strawberry swirl smoothie.",Mon-Fri 11:30-22:00; Sat-Sun 10:30-22:00,Dalton Rd / Bloor St W
One Love Vegetarian,413,Vegan and Vegetarian Restaurant,43.666753,-79.412046,8.4,51.0,,"854 Bathurst St (at London St), Toronto ON M5R 3G3",(416) 535-5683,(goddayspiritualhome@gmail.com OR whats app +2349018437588) is the solution to solve any love/spiritual problems,Mon-Fri 11:00-21:00; Sat 11:00-19:00,Dalton Rd / Bloor St W
Ghazale Restaurant,315,Falafel,43.665418,-79.410336,7.0,34.0,,"504 Bloor St W (btwn Bathurst & Lippincott), Toronto ON M5S 1Y3",(416) 537-4417,Really enjoyed the chicken shwarma!,"Mon-Thu 00:00-3:30, 9:00-23:59; Fri-Sun 9:00-23:59",Dalton Rd / Bloor St W
Grapefruit Moon,636,Diner,43.669703,-79.413173,7.1,84.0,,"968 Bathurst St (Follis Ave), Toronto ON M5R 3G6",(416) 534-9056,"It's hard to find a good breakfast spot in Toronto, even though there's no shortage of them. The Eggs Benedict is a must as a first timer. Be sure to try the Moon Breakfast too. 🍳🥓",Open Daily 9:00-23:59,Dalton Rd / Bloor St W
Annapurna Vegetarian Restaurant,938,Indian,43.672732,-79.413984,7.2,11.0,,"1085 Bathurst St, Toronto ON M5R 3G8",(416) 537-8513,"One of the best restaurants I've ever been to. The atmosphere is relaxing, I love the incense. The sampler is my favorite with samosas. They are the most delicious samosas I've ever had.",Mon-Tue 11:30-21:00; Thu-Sat 11:30-21:00,Dalton Rd / Bloor St W
Freshii,18,Salad,43.666310346216,-79.406417764418,,,,"382 Bloor Street W, Toronto ON M5S 1X2",(647) 793-6309,A little overpriced but it does the trick,Mon-Fri 10:00-21:00; Sat-Sun 11:00-21:00,Dalton Rd / Bloor St W
Haven - Plant Based Eatery,40,Vegan and Vegetarian Restaurant,43.666466,-79.405968,,,Seriously...It's not Meat!,"366 Bloor St W, Toronto ON M5S 1X2",(289) 608-7370,,Mon-Thu 16:00-21:30; Fri-Sun 11:30-21:30,Dalton Rd / Bloor St W
Tenon Vegan Sushi,112,Sushi,43.665711,-79.407858,,,,"487 Bloor St W (Brunswick Avenue), Toronto ON M5S 1Y2",(416) 975-5555,,Open Daily 11:00-22:00,Dalton Rd / Bloor St W
Toronto Zine Library,113,Library,43.665293,-79.407417,,,,"292 Brunswick Ave (South of Bloor), Toronto ON M5S 2M7",(416) 923-8137,,Tue 18:00-20:00; Wed 19:00-21:00; Sun 13:00-15:00,Dalton Rd / Bloor St W
Toronto Public Library - Palmerston Branch,604,Library,43.665201,-79.41409,6.1,8.0,,"560 Palmerston Ave (at Bloor St. W), Toronto ON M6G 2P7",(416) 393-7680,Not enough computers.,Mon 10:00-20:30; Tue 12:30-20:30; Wed 10:00-18:00; Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00,Dalton Rd / Bloor St W
Krave Coffee,752,Café,43.680726,-79.42911,7.5,28.0,,"781 Saint Clair Ave W, Toronto ON M6C 1B7",(416) 652-9929,"Coffee is great, but juice bar next door is a gem",Mon-Fri 7:00-19:00; Sat 8:00-18:00; Sun 8:00-17:00,Davenport Rd / Christie St
Annapurna Vegetarian Restaurant,834,Indian,43.672732,-79.413984,7.2,11.0,,"1085 Bathurst St, Toronto ON M5R 3G8",(416) 537-8513,"One of the best restaurants I've ever been to. The atmosphere is relaxing, I love the incense. The sampler is my favorite with samosas. They are the most delicious samosas I've ever had.",Mon-Tue 11:30-21:00; Thu-Sat 11:30-21:00,Davenport Rd / Christie St
Toronto Public Library,902,Library,43.682183,-79.417601,6.3,10.0,,"1431 Bathurst St (at Melgund Rd.), Toronto ON M5R 3J2",(416) 393-7683,New renovation is fantastic,Mon-Thu 9:00-20:30; Fri-Sat 9:00-17:00,Davenport Rd / Christie St
Toronto Public Library,552,Library,43.674601,-79.428409,,,,"1246 Shaw St, Toronto ON M6G 3P1",(416) 393-7732,"Very tiny library, but the staff are lovely.",Tue 12:30-20:30; Wed 10:00-18:00; Thu 12:30-20:30; Fri 10:00-18:00; Sat 9:00-17:00,Davenport Rd / Christie St
The Sharing Depot,851,Library,43.680859,-79.431143,,,,"1803 Danforth Ave, Toronto ON",(647) 498-4087,,Tue 15:00-20:00; Thu 15:00-20:00; Fri 17:00-21:00; Sat 10:00-15:00; Sun 11:00-16:00,Davenport Rd / Christie St
Fresh Kitchen + Juice Bar Front,357,Vegan and Vegetarian Restaurant,43.647823,-79.374336,8.9,19.0,,"47 Front St E (Church Street), Toronto ON M5E 1B3",(647) 693-7556,Buffalo cauliflower. Got tons of zing!,Mon-Fri 11:00-22:00; Sat-Sun 10:30-22:00,King St W / Jordan St
Rosalinda,545,Mexican,43.650207,-79.384813,8.7,35.0,,"133 Richmond St W, Toronto ON M5H 2L3",(416) 907-0650,Most flavourful vegan food I’ve ever had—great for sharing!,Tue-Sat 12:00-21:00,King St W / Jordan St
Kupfert & Kim,245,Fast Food,43.648684,-79.381812,7.7,70.0,Healthy Fast Food,"100 King St W, Toronto ON M5X 1B1",(416) 504-1233,Love the green smoothies and cardamom cookies,Mon-Thu 7:30-19:30; Fri 7:30-18:00,King St W / Jordan St
Kupfert & Kim,283,Vegan and Vegetarian Restaurant,43.647128,-79.379274,7.2,11.0,,"181 Bay St (Brookfield Place), Toronto ON M5J 2T3",(416) 601-1333,Skip the breakfast chia pudding -  you could probably make a tastier one at home! Food is overpriced - you're paying for convenience since you could easily make it yourself at home!,Mon-Thu 7:30-19:30; Fri 7:30-18:00,King St W / Jordan St
Planta Queen,789,Vegan and Vegetarian Restaurant,43.650697,-79.388116,7.6,30.0,,"180 Queen St W, Toronto ON M5V 3X3",(647) 812-1221,"Love this place!!!! It does vegetarian food so well, I feel like I never have to eat meat. Amazing quality, amazing taste",Mon-Wed 11:30-21:00; Thu-Sat 11:30-22:00; Sun 11:30-21:00,King St W / Jordan St
PLANTA Burger Financial District,229,Vegan and Vegetarian Restaurant,43.651059,-79.379245,6.7,22.0,Vegan burger joint.,"4 Temperance St, Toronto ON M5H 1Y4",(647) 348-7000,I had the green goddess. Really nice burger. Fries were great too,Mon-Sat 12:00-20:00,King St W / Jordan St
Kupfert & Kim,862,Fast Food,43.641253,-79.378246,7.2,11.0,,"20 Bay St (Queens Quay & Bay Street), Toronto ON M5J 2N8",(416) 360-5555,Overpriced but still good,Mon-Fri 7:30-15:30,King St W / Jordan St
Toronto Public Library,557,Library,43.653512,-79.384123,6.9,15.0,,"100 Queen St W (City Hall), Toronto ON M5H 2N3",(416) 393-7650,Get photo of this building. Great architecture!,Mon-Fri 10:00-18:00,King St W / Jordan St
Freshii,337,Fast Food,43.650029,-79.374874,6.0,33.0,,"92 King St E (at Church St), Toronto ON M5C 2V8",(647) 344-5017,Quick and heathy. Can't go wrong with any of the bowls! Recommend the Pangoa.,Mon-Fri 10:00-21:00; Sat 11:00-19:00,King St W / Jordan St
Freshii,86,Vegan and Vegetarian Restaurant,43.64934088948577,-79.37953562236298,,,,"40 King St West, Toronto ON M5H 3Y2",(647) 346-5505,,Mon-Fri 8:00-18:00,King St W / Jordan St
Toronto Public Library,699,Library,43.670185,-79.29853,7.5,15.0,,"2161 Queen St E (at Lee St.), Toronto ON M4L 1J1",(416) 393-7703,The bestest neighbourhood library in T.O.,Mon-Thu 9:00-20:30; Fri-Sat 9:00-17:00,Woodbine Ave / Lake Shore Blvd E
Freshii,738,Sandwich Spot,43.6705144,-79.2984671,,,,"2032 Queen St. East, Toronto ON M4L 1J4",(647) 812-3601,,Open Daily 10:30-21:30,Woodbine Ave / Lake Shore Blvd E
Fresh on Spadina,319,Vegan and Vegetarian Restaurant,43.648063,-79.395784,8.2,419.0,Follow us on Twitter at: @FreshOnSpadina,"147 Spadina Ave (at Richmond St. W.), Toronto ON M5V 2L7",(416) 599-4442,I liked my burrito but nothing special,Mon-Fri 11:30-23:00; Sat-Sun 10:30-23:00,King St W / Charlotte St
Kupfert & Kim - Spadina,314,Vegan and Vegetarian Restaurant,43.647697,-79.396193,8.1,69.0,,"140 Spadina Ave (at Richmond St W), Toronto ON M5V 2L4",(416) 504-2206,"Amazing healthy place for breakfast/lunch. Amazing tonic tea, amazing smoothies and amazing bowls! Everything organic and so delicious! The place is also super cute and cozy.",Mon-Fri 7:30-22:00; Sat-Sun 10:30-22:00,King St W / Charlotte St
Rosalinda,880,Mexican,43.650207,-79.384813,8.7,35.0,,"133 Richmond St W, Toronto ON M5H 2L3",(416) 907-0650,Most flavourful vegan food I’ve ever had—great for sharing!,Tue-Sat 12:00-21:00,King St W / Charlotte St
Toronto Public Library,880,Library,43.639252,-79.400408,8.6,42.0,,"190 Fort York Blvd, Toronto ON M5V 0E7",(416) 393-6240,TRde her yerde kutuphane vardi da biz mi gitmedik,Mon-Thu 9:00-20:30; Fri-Sat 9:00-17:00; Sun 13:30-17:00,King St W / Charlotte St
Parka Food Co,459,Vegan and Vegetarian Restaurant,43.648575,-79.398016,7.6,10.0,"It’s straight-up favourites with a gourmet twist. No salads. No mock meats. Never any processed patties. Just fresh vegetables and high-quality wholesome ingredients transformed into delicious vegetable-first comfort food – because eating well should be fun and easy, never a chore or a sacrifice.","424 Queen St W, Toronto ON M5V 2A7",(416) 603-3363,Excellent vegan burgers! Highly recommend for a quick snack. 😋,Mon-Sat 11:30-21:00; Sun 12:00-19:00,King St W / Charlotte St
Planta Queen,731,Vegan and Vegetarian Restaurant,43.650697,-79.388116,7.6,30.0,,"180 Queen St W, Toronto ON M5V 3X3",(647) 812-1221,"Love this place!!!! It does vegetarian food so well, I feel like I never have to eat meat. Amazing quality, amazing taste",Mon-Wed 11:30-21:00; Thu-Sat 11:30-22:00; Sun 11:30-21:00,King St W / Charlotte St
Freshii,305,Fast Food,43.6477238,-79.3963574,6.3,36.0,,"140 Spadina Ave (at Richmond), Toronto ON M5V 2L4",(416) 203-8456,"Salads are pretty skimpy on the toppings considering the price. Tofu is just cut up cubes with nothing done to them, so pretty boring.",Mon-Fri 10:00-21:00; Sat-Sun 11:00-21:00,King St W / Charlotte St
Toronto Public Library,389,Library,43.645738,-79.38915,,,,"55 John St, Toronto ON M5V 3C6",(416) 397-7241,,,King St W / Charlotte St
Blyth Library Branch,440,Library,43.64887,-79.397034,,,,"392 Queen St W, Blyth ON N0M 1H0",(519) 523-4400,,Tue 13:00-20:00; Thu 13:00-20:00; Fri-Sat 10:00-14:00,King St W / Charlotte St
Urban Affairs Library,443,Library,43.646105,-79.38874,,,,"55 John St (in Metro Hall), Toronto ON M5V 3C6",(416) 397-7241,Now closed.,,King St W / Charlotte St
Fresh Kitchen + Juice Bar Front,570,Vegan and Vegetarian Restaurant,43.647823,-79.374336,8.9,19.0,,"47 Front St E (Church Street), Toronto ON M5E 1B3",(647) 693-7556,Buffalo cauliflower. Got tons of zing!,Mon-Fri 11:00-22:00; Sat-Sun 10:30-22:00,Jarvis St / Richmond St E
